matricule,name,cisco,studied_at,results
140164,RAKOTOMALALA Tahiry,AMBATOMAINTY,EPP Ambatondrazaka,admis
140168,RAKOTOMANANA Lova,AMBATOMAINTY,EPP Maroantsetra,admis
140180,RANDRIANARIVELO Voahirana,AMBATOMAINTY,EPP Mananjary,admis
140160,RAKOTOMAVO Mahery,AMBATOMAINTY,EPP Toliara,admis
140181,RAKOTONDRAMBOA Lalaina,AMBATOMAINTY,EPP Antalaha,admis
140110,RAKOTONDRAVAO Fitia,AMBATOMAINTY,EPP Manakara,non admis
140138,RAHANTANIRINA Tahina,AMBATOMAINTY,EPP Moramanga,admis
140188,RANDRIAMBOLOLONA Santatra,AMBATOMAINTY,EPP Maroantsetra,admis
140198,RANDRIAMBOLOLONA Faly,AMBATOMAINTY,EPP Antananarivo,admis
140195,RASOLOARIVONY Fara,AMBATOMAINTY,EPP Bealanana,admis
140172,RANOROMALALA Toky,AMBATOMAINTY,EPP Antananarivo,admis
140118,RAKOTOARISOA Ando,AMBATOMAINTY,EPP Mananjary,admis
140128,RATOVO Haja,AMBATOMAINTY,EPP Ambanja,admis
140104,RAKOTOMAVO Lalaina,AMBATOMAINTY,EPP Ihosy,non admis
140155,RAKOTOARISOA Mampionona,AMBATOMAINTY,EPP Farafangana,admis
140137,RANOROMALALA Soa,AMBATOMAINTY,EPP Maroantsetra,admis
140182,RAJAONARISON Lalaina,AMBATOMAINTY,EPP Ihosy,admis
140193,RAKOTOMANGA Rina,AMBATOMAINTY,EPP Toliara,admis
140113,ANDRIAMATOA Toky,AMBATOMAINTY,EPP Ambatondrazaka,non admis
140124,RAKOTO Fitiavana,AMBATOMAINTY,EPP Morondava,admis
140174,RASOLOARIVONY Randria,AMBATOMAINTY,EPP Nosy Be,admis
140149,RASOLOARIVONY Landy,AMBATOMAINTY,EPP Morondava,admis
140119,RASOLOARIVONY Onja,AMBATOMAINTY,EPP Mandritsara,admis
140148,RAFIDIMANANA Soava,AMBATOMAINTY,EPP Manakara,admis
140186,RAKOTONDRAZAKA Lalaina,AMBATOMAINTY,EPP Farafangana,admis
140153,RAHARISON Herisoa,AMBATOMAINTY,EPP Antalaha,admis
140178,RANDRIANARIVELO Randria,AMBATOMAINTY,EPP Ampanihy,admis
140145,RAKOTONDRAZAKA Hery,AMBATOMAINTY,EPP Antananarivo,admis
140199,RAKOTO Landy,AMBATOMAINTY,EPP Maroantsetra,admis
140122,RAKOTONIAINA Sitraka,AMBATOMAINTY,EPP Moramanga,admis
140136,RAKOTO Fahasina,AMBATOMAINTY,EPP Antananarivo,admis
140105,RANDRIANARIVELO Fara,AMBATOMAINTY,EPP Toamasina,non admis
140176,RAKOTONDRAVONY Soa,AMBATOMAINTY,EPP Mandritsara,admis
140107,RAKOTONDRAVONY Mirana,AMBATOMAINTY,EPP Mananjary,non admis
140114,ANDRIAMATOA Ando,AMBATOMAINTY,EPP Mahajanga,admis
140175,RAJOELINA Sarobidy,AMBATOMAINTY,EPP Fianarantsoa,admis
140101,RAKOTONDRAMBOA Soa,AMBATOMAINTY,EPP Antalaha,non admis
140125,RAKOTOMANGA Tsiry,AMBATOMAINTY,EPP Andapa,admis
140141,RANDRIANJOHARY Haja,AMBATOMAINTY,EPP Andapa,admis
140115,RANDRIAMBOLOLONA Hasina,AMBATOMAINTY,EPP Fianarantsoa,admis
140147,RAKOTONDRAVONY Fitia,AMBATOMAINTY,EPP Manakara,admis
140159,RATSIMBAZAFY Sitraka,AMBATOMAINTY,EPP Nosy Be,admis
140163,RAKOTONDRAMBOA Soava,AMBATOMAINTY,EPP Maroantsetra,admis
140106,RAJOELINA Mahery,AMBATOMAINTY,EPP Bekily,non admis
140190,RAKOTOBE Hery,AMBATOMAINTY,EPP Nosy Be,admis
140166,RANOROMALALA Soa,AMBATOMAINTY,EPP Nosy Be,admis
140183,RANARIVELO Haja,AMBATOMAINTY,EPP Nosy Be,admis
140191,RAKOTOARISOA Aina,AMBATOMAINTY,EPP Farafangana,admis
140162,RAKOTOMAVO Sitraka,AMBATOMAINTY,EPP Ambositra,admis
140103,RAJAONARISON Tiana,AMBATOMAINTY,EPP Morondava,non admis
140127,RASAMIMANANA Rina,AMBATOMAINTY,EPP Antsiranana,admis
140142,RABEMANANTSOA Sitraka,AMBATOMAINTY,EPP Moramanga,admis
140192,RABEARIVELO Miary,AMBATOMAINTY,EPP Antsiranana,admis
140133,RAKOTONDRAVONY Fara,AMBATOMAINTY,EPP Maroantsetra,admis
140132,RAKOTOMANGA Sarobidy,AMBATOMAINTY,EPP Toliara,admis
140102,RAKOTOMAVO Soa,AMBATOMAINTY,EPP Nosy Be,non admis
140185,RAKOTOMAVO Sitraka,AMBATOMAINTY,EPP Bealanana,admis
140109,RAVELONIRINA Kintana,AMBATOMAINTY,EPP Fianarantsoa,non admis
140126,RATSIMBAZAFY Sarobidy,AMBATOMAINTY,EPP Manakara,admis
140116,RAKOTONDRAVONY Sitraka,AMBATOMAINTY,EPP Fianarantsoa,admis
140123,RAKOTONANAHARY Voahangy,AMBATOMAINTY,EPP Fianarantsoa,admis
140173,RAKOTONDRABE Soava,AMBATOMAINTY,EPP Ambositra,admis
140189,RAVELOMANANA Fara,AMBATOMAINTY,EPP Antananarivo,admis
140121,RAKOTONDRAMBOA Landy,AMBATOMAINTY,EPP Ampanihy,admis
140177,RAHANTANIRINA Santatra,AMBATOMAINTY,EPP Farafangana,admis
140184,RAHANTANIRINA Sitraka,AMBATOMAINTY,EPP Manakara,admis
140170,RAHARISON Lova,AMBATOMAINTY,EPP Mahajanga,admis
140156,RANDRIANJOHARY Voahirana,AMBATOMAINTY,EPP Andapa,admis
140108,RANDRIANJOHARY Soava,AMBATOMAINTY,EPP Farafangana,non admis
140100,RABEARIVELO Soava,AMBATOMAINTY,EPP Antalaha,non admis
140144,RANARIVELO Rina,AMBATOMAINTY,EPP Mandritsara,admis
140151,RAZAKARIVONY Kintana,AMBATOMAINTY,EPP Ampanihy,admis
140161,RAHARIMANANA Zara,AMBATOMAINTY,EPP Mandritsara,admis
