matricule,name,cisco,studied_at,results
140008,RAKOTOARISOA Tsiry,AMBATOLAMPY,EPP Toamasina,non admis
140063,RAKOTOMANANA Hery,AMBATOLAMPY,EPP Mandritsara,admis
140013,RANDRIANAMPARANY Fitiavana,AMBATOLAMPY,EPP Antalaha,non admis
140037,RANDRIANARIVELO Fitiavana,AMBATOLAMPY,EPP Fianarantsoa,admis
140053,RAKOTONIAINA Rina,AMBATOLAMPY,EPP Fianarantsoa,admis
140027,RAZAKARIVONY Kanto,AMBATOLAMPY,EPP Mananjary,admis
140005,RAFANOMEZANTSOA Sarobidy,AMBATOLAMPY,EPP Ambovombe,non admis
140095,RAKOTOMALALA Miary,AMBATOLAMPY,EPP Bealanana,admis
140054,RAKOTONIRINA Tahina,AMBATOLAMPY,EPP Morondava,admis
140098,RAHARINIRINA Rivomalala,AMBATOLAMPY,EPP Bekily,admis
140052,RAKOTONDRAVONY Solofonirina,AMBATOLAMPY,EPP Ambositra,admis
140029,RAKOTOMAVO Fano,AMBATOLAMPY,EPP Mahajanga,admis
140085,RANDRIANAMPARANY Tovo,AMBATOLAMPY,EPP Ambatondrazaka,admis
140092,RANDRIANAMPARANY Sitraka,AMBATOLAMPY,EPP Bealanana,admis
140020,RAKOTONDRABE Tiana,AMBATOLAMPY,EPP Manakara,admis
140000,RAHARINAIVO Mahery,AMBATOLAMPY,EPP Ambovombe,non admis
140012,RAFANOMEZANTSOA Tojo,AMBATOLAMPY,EPP Ihosy,non admis
140003,RANDRIAMANANTENA Rado,AMBATOLAMPY,EPP Toamasina,non admis
140071,RAZAFINDRAKOTO Tovo,AMBATOLAMPY,EPP Fianarantsoa,admis
140094,RAKOTONIAINA Mampionona,AMBATOLAMPY,EPP Farafangana,admis
140044,RAZAFINDRAKOTO Ialy,AMBATOLAMPY,EPP Ambatondrazaka,admis
140090,RAFIDIMANANA Faly,AMBATOLAMPY,EPP Mananjary,admis
140007,RAHARIMANANA Landy,AMBATOLAMPY,EPP Ambositra,non admis
140009,RAHARISON Fara,AMBATOLAMPY,EPP Nosy Be,non admis
140051,RAKOTONDRAVONY Tovo,AMBATOLAMPY,EPP Ambositra,admis
140035,RANDRIANAMPARANY Miora,AMBATOLAMPY,EPP Bealanana,admis
140015,RAVELOMANANA Jean,AMBATOLAMPY,EPP Ambanja,admis
140032,RAFIDIMANANA Ando,AMBATOLAMPY,EPP Antsiranana,admis
140082,RATSIMBAZAFY Tovo,AMBATOLAMPY,EPP Ampanihy,admis
140074,RAVELOMANANA Soa,AMBATOLAMPY,EPP Ambovombe,admis
140075,RANDRIANARIVELO Fano,AMBATOLAMPY,EPP Andapa,admis
140088,RASOAMANARIVO Malala,AMBATOLAMPY,EPP Bealanana,admis
140041,RATSIMBAZAFY Solofonirina,AMBATOLAMPY,EPP Mahajanga,admis
140017,RAFIDIMANANA Landy,AMBATOLAMPY,EPP Mananjary,admis
140089,RANDRIANASOLO Randria,AMBATOLAMPY,EPP Farafangana,admis
140040,RAJAONARISON Santatra,AMBATOLAMPY,EPP Andapa,admis
140046,RAKOTONDRAZAKA Haja,AMBATOLAMPY,EPP Moramanga,admis
140014,RABEMANANTSOA Santatra,AMBATOLAMPY,EPP Ambanja,admis
140049,RASOLOARIVONY Tahina,AMBATOLAMPY,EPP Antsiranana,admis
140047,RASOAMANARIVO Mampionona,AMBATOLAMPY,EPP Maroantsetra,admis
140065,RANDRIANJOHARY Koto,AMBATOLAMPY,EPP Mahajanga,admis
140096,RATOVO Rado,AMBATOLAMPY,EPP Mananjary,admis
140070,RAHARISON Tovo,AMBATOLAMPY,EPP Maroantsetra,admis
140048,ANDRIAMATOA Koto,AMBATOLAMPY,EPP Ambanja,admis
140072,RAVELOMANANA Landy,AMBATOLAMPY,EPP Morondava,admis
140033,RAJAONARISON Mampionona,AMBATOLAMPY,EPP Farafangana,admis
140093,RANARIVELO Jean,AMBATOLAMPY,EPP Ihosy,admis
140080,RANDRIANASOLO Fetra,AMBATOLAMPY,EPP Ampanihy,admis
140058,RAKOTONDRAVONY Ialy,AMBATOLAMPY,EPP Nosy Be,admis
140083,RAJOELINA Rina,AMBATOLAMPY,EPP Manakara,admis
140073,RANDRIAMBOLOLONA Fara,AMBATOLAMPY,EPP Ambanja,admis
140050,RAKOTO Randria,AMBATOLAMPY,EPP Ambositra,admis
140024,RAKOTONDRAZAKA Sarobidy,AMBATOLAMPY,EPP Belo,admis
140006,RAKOTONDRABE Soa,AMBATOLAMPY,EPP Manakara,non admis
140081,RAKOTOMALALA Fara,AMBATOLAMPY,EPP Ambovombe,admis
140061,RASAMIMANANA Rina,AMBATOLAMPY,EPP Antalaha,admis
140079,RAHANTANIRINA Fahasina,AMBATOLAMPY,EPP Ihosy,admis
140045,RABEARIVELO Soava,AMBATOLAMPY,EPP Mananjary,admis
140018,RATOVO Herisoa,AMBATOLAMPY,EPP Maroantsetra,admis
140076,RAHANTANIRINA Zara,AMBATOLAMPY,EPP Antananarivo,admis
140062,RABEMANANTSOA Zara,AMBATOLAMPY,EPP Ambositra,admis
140022,RANDRIANJOHARY Fara,AMBATOLAMPY,EPP Ambositra,admis
140001,RAKOTONIAINA Aina,AMBATOLAMPY,EPP Maroantsetra,non admis
140010,RAHARINIRINA Santatra,AMBATOLAMPY,EPP Manakara,non admis
140056,RANDRIAMBOLOLONA Ialy,AMBATOLAMPY,EPP Ambovombe,admis
140034,RAHARISON Haja,AMBATOLAMPY,EPP Mandritsara,admis
140011,RAKOTOMANANA Hery,AMBATOLAMPY,EPP Maroantsetra,non admis
140067,RAHARINIRINA Mampionona,AMBATOLAMPY,EPP Mandritsara,admis
140057,RAVELONIRINA Miora,AMBATOLAMPY,EPP Mahajanga,admis
140042,RAKOTO Fano,AMBATOLAMPY,EPP Mandritsara,admis
